,Date,Last Close Price,Open,High,Low,Volume,Percentage Changes,Events
340,"Sep 26, 2018",293.15,303.00,303.00,289.75,19.89M,-2.66%,
341,"Sep 25, 2018",301.15,296.90,302.35,292.35,13.27M,1.07%,
342,"Sep 24, 2018",297.95,305.00,306.35,292.50,14.45M,-1.97%,
343,"Sep 21, 2018",303.95,300.40,306.60,300.40,16.34M,1.44%,
344,"Sep 19, 2018",299.65,304.50,305.65,298.00,6.15M,-1.19%,
345,"Sep 18, 2018",303.25,302.20,304.90,299.30,8.20M,0.41%,
346,"Sep 17, 2018",302.00,305.00,306.10,301.50,5.83M,-1.68%,
347,"Sep 14, 2018",307.15,307.00,308.65,305.05,12.82M,0.11%,
348,"Sep 12, 2018",306.80,297.75,307.60,295.40,19.42M,3.23%,
349,"Sep 11, 2018",297.20,306.65,306.75,295.55,26.01M,-3.05%,
350,"Sep 10, 2018",306.55,310.20,310.75,305.55,9.64M,-1.26%,
351,"Sep 07, 2018",310.45,311.60,313.20,308.10,7.19M,-0.11%,
352,"Sep 06, 2018",310.80,311.40,311.75,308.05,7.61M,0.18%,
353,"Sep 05, 2018",310.25,310.40,314.45,309.25,10.14M,0.21%,
354,"Sep 04, 2018",309.60,312.00,312.20,307.00,11.18M,-1.15%,
355,"Sep 03, 2018",313.20,322.95,322.95,311.05,9.11M,-2.08%,
356,"Aug 31, 2018",319.85,322.00,322.60,317.20,18.08M,0.00%,
357,"Aug 30, 2018",319.85,313.50,320.60,313.50,24.97M,2.25%,
358,"Aug 29, 2018",312.80,311.70,315.45,310.00,10.35M,0.37%,
359,"Aug 28, 2018",311.65,314.00,315.80,311.00,6.61M,-0.56%,
360,"Aug 27, 2018",313.40,311.20,314.85,310.50,5.28M,0.97%,
361,"Aug 24, 2018",310.40,311.00,312.00,307.00,5.45M,-0.51%,
362,"Aug 23, 2018",312.00,314.00,316.40,307.35,11.31M,-0.29%,
363,"Aug 21, 2018",312.90,314.50,317.00,312.00,13.62M,-0.13%,
364,"Aug 20, 2018",313.30,314.20,315.00,311.30,19.22M,-0.14%,
365,"Aug 17, 2018",313.75,307.80,315.30,307.80,25.41M,2.05%,
366,"Aug 16, 2018",307.45,307.90,308.50,305.10,18.67M,-0.15%,
367,"Aug 14, 2018",307.90,307.00,310.20,306.85,12.32M,0.64%,
368,"Aug 13, 2018",305.95,304.00,307.80,303.15,9.96M,0.38%,
369,"Aug 10, 2018",304.80,302.00,306.90,301.15,14.78M,0.76%,
370,"Aug 09, 2018",302.50,301.75,304.60,300.05,9.22M,0.52%,
371,"Aug 08, 2018",300.95,300.25,302.40,300.00,6.44M,-0.05%,
372,"Aug 07, 2018",301.10,302.95,304.20,299.75,7.19M,-0.23%,
373,"Aug 06, 2018",301.80,305.00,306.90,300.00,7.68M,-0.71%,
374,"Aug 03, 2018",303.95,300.00,305.40,298.15,12.47M,1.59%,
375,"Aug 02, 2018",299.20,300.50,303.50,297.30,9.85M,-0.80%,
376,"Aug 01, 2018",301.60,298.05,302.95,296.10,14.62M,1.31%,
377,"Jul 31, 2018",297.70,300.75,301.35,295.55,14.56M,-1.11%,
378,"Jul 30, 2018",301.05,302.00,303.60,300.00,17.08M,-0.50%,
379,"Jul 27, 2018",302.55,300.00,307.15,295.00,75.86M,5.34%,
380,"Jul 26, 2018",287.20,287.00,291.15,284.20,20.70M,0.37%,E
381,"Jul 25, 2018",286.15,284.25,286.95,283.20,13.30M,0.18%,
382,"Jul 24, 2018",285.65,284.50,287.00,283.55,12.11M,0.53%,
383,"Jul 23, 2018",284.15,279.50,286.65,277.15,26.06M,3.70%,
384,"Jul 20, 2018",274.00,273.25,274.80,270.65,6.57M,0.26%,
385,"Jul 19, 2018",273.30,268.90,274.60,266.25,8.96M,1.77%,
386,"Jul 18, 2018",268.55,271.10,271.30,267.60,7.05M,-0.48%,
387,"Jul 17, 2018",269.85,271.05,273.00,269.30,10.03M,-0.64%,
388,"Jul 16, 2018",271.60,270.30,273.30,269.70,10.28M,0.44%,
389,"Jul 13, 2018",270.40,278.00,278.30,269.20,18.59M,-2.45%,
390,"Jul 12, 2018",277.20,275.75,278.15,273.30,9.90M,0.53%,
391,"Jul 11, 2018",275.75,276.85,280.30,273.75,11.36M,-0.47%,
392,"Jul 10, 2018",277.05,275.50,277.50,273.10,11.49M,0.97%,
393,"Jul 09, 2018",274.40,275.00,276.00,272.20,9.78M,0.64%,
394,"Jul 06, 2018",272.65,272.75,274.75,270.15,12.94M,0.06%,
395,"Jul 05, 2018",272.50,264.60,273.80,263.50,15.47M,3.06%,
396,"Jul 04, 2018",264.40,266.30,266.30,262.20,7.88M,-0.40%,
397,"Jul 03, 2018",265.45,263.50,266.75,261.15,10.39M,0.91%,
398,"Jul 02, 2018",263.05,267.00,267.10,260.05,18.10M,-1.18%,
399,"Jun 29, 2018",266.20,261.80,267.55,260.30,10.91M,2.19%,
400,"Jun 28, 2018",260.50,262.00,264.00,259.00,14.64M,-0.86%,
401,"Jun 27, 2018",262.75,264.90,265.00,261.50,10.04M,-0.77%,
402,"Jun 26, 2018",264.80,262.45,266.15,262.15,10.09M,0.84%,
403,"Jun 25, 2018",262.60,265.15,265.40,259.75,13.62M,-0.96%,
404,"Jun 22, 2018",265.15,260.55,266.80,260.00,16.82M,1.65%,
405,"Jun 21, 2018",260.85,264.40,264.80,260.40,7.14M,-1.10%,
406,"Jun 20, 2018",263.75,266.45,267.00,263.05,9.54M,-0.86%,
407,"Jun 19, 2018",266.05,264.90,267.15,262.65,7.34M,0.57%,
408,"Jun 18, 2018",264.55,264.45,265.50,263.50,6.28M,0.02%,
409,"Jun 15, 2018",264.50,267.50,267.75,263.60,10.81M,-1.03%,
410,"Jun 14, 2018",267.25,266.50,268.90,266.00,9.17M,-0.22%,
411,"Jun 13, 2018",267.85,271.50,271.80,267.20,7.82M,-0.89%,
412,"Jun 12, 2018",270.25,269.30,274.60,269.25,8.45M,0.37%,
413,"Jun 11, 2018",269.25,268.50,271.90,268.15,8.57M,0.50%,
414,"Jun 08, 2018",267.90,271.10,271.50,267.00,6.77M,-1.16%,
415,"Jun 07, 2018",271.05,270.50,272.30,270.10,6.80M,0.24%,
416,"Jun 06, 2018",270.40,268.00,271.15,267.80,7.30M,1.08%,
417,"Jun 05, 2018",267.50,269.00,269.85,266.85,5.79M,-0.52%,
418,"Jun 04, 2018",268.90,270.25,271.95,267.50,7.98M,-0.39%,
419,"Jun 01, 2018",269.95,271.15,271.70,269.10,6.61M,-0.63%,
420,"May 31, 2018",271.65,272.20,272.70,269.60,13.21M,-0.09%,
421,"May 30, 2018",271.90,272.50,273.70,270.65,8.01M,-0.78%,
422,"May 29, 2018",274.05,274.80,277.75,272.45,8.83M,-0.45%,
423,"May 28, 2018",275.30,274.00,277.50,272.40,7.00M,1.10%,
424,"May 25, 2018",272.30,272.40,275.00,268.75,9.24M,-0.93%,D
425,"May 24, 2018",274.85,274.00,276.80,271.75,6.28M,0.51%,
426,"May 23, 2018",273.45,279.00,279.40,272.95,7.89M,-1.90%,
427,"May 22, 2018",278.75,282.00,283.10,278.05,4.73M,-1.28%,
428,"May 21, 2018",282.35,282.30,284.00,278.50,8.58M,0.02%,
429,"May 18, 2018",282.30,278.55,285.55,276.00,15.42M,1.20%,
430,"May 17, 2018",278.95,288.00,288.70,278.45,10.76M,-2.41%,
431,"May 16, 2018",285.85,279.95,288.80,279.55,18.06M,1.42%,E
432,"May 15, 2018",281.85,284.85,286.00,280.70,7.78M,-1.04%,
433,"May 14, 2018",284.80,283.00,287.30,282.00,6.48M,0.41%,
434,"May 11, 2018",283.65,281.90,284.00,279.75,3.89M,1.25%,
435,"May 10, 2018",280.15,282.95,283.95,277.30,5.67M,-0.76%,
436,"May 09, 2018",282.30,281.50,284.00,281.50,4.21M,-0.14%,
437,"May 08, 2018",282.70,283.15,285.95,282.00,6.59M,0.16%,
438,"May 07, 2018",282.25,278.30,283.40,276.90,6.48M,1.84%,
439,"May 04, 2018",277.15,287.00,287.00,275.85,10.90M,-2.75%,
440,"May 03, 2018",285.00,287.50,289.70,283.05,9.37M,-0.78%,
441,"May 02, 2018",287.25,282.10,288.70,280.25,16.07M,2.06%,
442,"Apr 30, 2018",281.45,279.60,283.85,279.60,5.92M,0.73%,
443,"Apr 27, 2018",279.40,279.60,280.95,278.40,9.73M,0.41%,
444,"Apr 26, 2018",278.25,274.55,279.10,273.00,20.28M,1.51%,
445,"Apr 25, 2018",274.10,275.50,276.30,272.70,4.93M,-0.69%,
446,"Apr 24, 2018",276.00,276.00,278.85,274.65,8.45M,0.18%,
447,"Apr 23, 2018",275.50,276.00,277.20,275.00,11.75M,-0.25%,
448,"Apr 20, 2018",276.20,276.00,279.25,273.50,10.79M,-0.41%,
449,"Apr 19, 2018",277.35,277.25,280.00,275.25,12.82M,0.73%,
450,"Apr 18, 2018",275.35,268.70,278.90,268.00,23.82M,2.90%,
451,"Apr 17, 2018",267.60,265.40,268.40,262.70,13.21M,1.19%,
452,"Apr 16, 2018",264.45,260.50,264.90,260.00,5.21M,1.42%,
453,"Apr 13, 2018",260.75,263.00,263.50,260.00,4.99M,-0.46%,
454,"Apr 12, 2018",261.95,265.10,265.15,261.40,6.13M,-1.21%,
455,"Apr 11, 2018",265.15,266.90,267.55,263.40,5.23M,-0.58%,
456,"Apr 10, 2018",266.70,266.35,268.70,265.10,14.68M,0.34%,
457,"Apr 09, 2018",265.80,261.15,266.60,260.90,9.22M,1.90%,
458,"Apr 06, 2018",260.85,260.50,262.00,260.05,6.10M,0.46%,
459,"Apr 05, 2018",259.65,255.50,260.00,255.50,9.11M,0.41%,
460,"Apr 04, 2018",258.60,259.50,259.80,257.10,8.39M,0.04%,
461,"Apr 03, 2018",258.50,258.00,260.00,257.50,5.10M,0.10%,
462,"Apr 02, 2018",258.25,257.00,258.95,255.45,7.03M,1.08%,
463,"Mar 28, 2018",255.50,258.00,258.95,254.35,12.27M,-1.31%,
464,"Mar 27, 2018",258.90,258.80,260.50,256.90,8.77M,0.31%,
465,"Mar 26, 2018",258.10,252.90,260.00,252.50,12.50M,0.82%,
466,"Mar 23, 2018",256.00,256.00,258.80,254.75,11.19M,-0.89%,
467,"Mar 22, 2018",258.30,260.00,261.45,257.85,8.01M,-0.29%,
468,"Mar 21, 2018",259.05,260.05,261.65,258.70,12.92M,-0.06%,
469,"Mar 20, 2018",259.20,258.15,259.95,257.50,7.48M,0.02%,
470,"Mar 19, 2018",259.15,260.55,262.20,258.30,12.93M,-0.52%,
471,"Mar 16, 2018",260.50,266.40,266.40,258.85,20.68M,-1.90%,
472,"Mar 15, 2018",265.55,267.00,269.90,265.20,5.56M,-0.93%,
473,"Mar 14, 2018",268.05,268.05,269.05,265.30,7.91M,-0.52%,
474,"Mar 13, 2018",269.45,269.65,272.00,267.20,8.33M,-0.24%,
475,"Mar 12, 2018",270.10,264.00,270.85,262.95,19.90M,4.19%,
476,"Mar 09, 2018",259.25,259.00,260.90,258.25,6.11M,0.15%,
477,"Mar 08, 2018",258.85,260.30,261.90,257.75,6.03M,-0.40%,
478,"Mar 07, 2018",259.90,256.50,260.50,253.55,15.15M,1.33%,
479,"Mar 06, 2018",256.50,261.05,262.40,255.50,8.18M,-1.44%,
480,"Mar 05, 2018",260.25,263.30,263.30,260.00,6.62M,-1.42%,
481,"Mar 01, 2018",264.00,264.20,266.10,262.85,7.78M,-0.40%,
482,"Feb 28, 2018",265.05,265.00,266.30,263.05,13.45M,-0.51%,
483,"Feb 27, 2018",266.40,268.00,268.20,265.50,7.43M,-0.06%,
484,"Feb 26, 2018",266.55,268.55,269.50,266.00,8.38M,-0.93%,
485,"Feb 23, 2018",269.05,267.45,270.00,266.10,6.53M,0.73%,
486,"Feb 22, 2018",267.10,267.20,269.00,265.45,19.12M,-0.41%,
487,"Feb 21, 2018",268.20,264.00,268.95,263.45,10.56M,1.88%,
488,"Feb 20, 2018",263.25,264.00,265.80,262.15,9.30M,-0.32%,
489,"Feb 19, 2018",264.10,266.00,267.80,262.50,6.07M,-0.88%,
490,"Feb 16, 2018",266.45,269.85,270.75,265.60,6.16M,-0.62%,
491,"Feb 15, 2018",268.10,266.50,269.90,264.80,11.74M,0.60%,
492,"Feb 14, 2018",266.50,270.00,271.00,265.10,11.30M,-1.24%,
493,"Feb 12, 2018",269.85,272.45,273.85,269.30,6.71M,-0.55%,
494,"Feb 09, 2018",271.35,271.00,272.50,267.80,14.20M,-1.00%,
495,"Feb 08, 2018",274.10,275.70,276.90,272.65,9.78M,-0.38%,
496,"Feb 07, 2018",275.15,278.00,278.75,274.00,12.96M,0.60%,
497,"Feb 06, 2018",273.50,269.95,277.30,268.15,15.82M,-2.06%,
498,"Feb 05, 2018",279.25,273.55,281.70,271.85,19.71M,1.42%,
499,"Feb 02, 2018",275.35,274.40,285.65,270.80,35.01M,0.02%,
500,"Feb 01, 2018",275.30,272.00,290.30,267.40,59.36M,1.44%,
501,"Jan 31, 2018",271.40,273.90,276.00,269.85,18.95M,-1.38%,
502,"Jan 30, 2018",275.20,275.00,276.45,271.95,13.06M,-0.16%,
503,"Jan 29, 2018",275.65,281.15,283.30,275.00,9.57M,-1.99%,
504,"Jan 25, 2018",281.25,281.00,283.20,278.60,13.12M,-0.07%,
505,"Jan 24, 2018",281.45,276.65,282.00,276.05,17.31M,1.75%,
506,"Jan 23, 2018",276.60,274.00,277.25,273.55,18.24M,1.08%,
507,"Jan 22, 2018",273.65,275.00,275.50,271.70,8.34M,-0.33%,
508,"Jan 19, 2018",274.55,276.00,277.50,271.10,25.71M,0.42%,E
509,"Jan 18, 2018",273.40,268.00,275.25,266.65,26.44M,2.76%,
510,"Jan 17, 2018",266.05,262.00,267.00,259.55,16.38M,1.66%,
511,"Jan 16, 2018",261.70,268.20,268.70,260.80,12.94M,-2.20%,
512,"Jan 15, 2018",267.60,268.00,271.10,267.00,10.54M,0.02%,
513,"Jan 12, 2018",267.55,270.25,271.35,266.15,8.18M,-0.83%,
514,"Jan 11, 2018",269.80,269.50,271.00,268.10,11.29M,0.15%,
515,"Jan 10, 2018",269.40,273.45,274.00,269.05,16.44M,-0.43%,
516,"Jan 09, 2018",270.55,265.50,272.00,264.75,25.74M,1.86%,
517,"Jan 08, 2018",265.60,264.00,266.80,263.25,14.43M,1.03%,
518,"Jan 05, 2018",262.90,261.90,263.50,261.90,9.21M,0.52%,
519,"Jan 04, 2018",261.55,260.95,262.75,260.60,9.37M,0.15%,
520,"Jan 03, 2018",261.15,261.30,262.65,260.60,11.02M,0.15%,
521,"Jan 02, 2018",260.75,262.60,264.20,260.45,5.69M,-0.59%,
522,"Jan 01, 2018",262.30,263.25,266.30,261.25,10.46M,-0.36%,
523,"Dec 29, 2017",263.25,262.50,264.00,262.25,6.57M,0.53%,
524,"Dec 28, 2017",261.85,263.40,264.05,261.05,15.89M,-0.11%,
525,"Dec 27, 2017",262.15,264.20,264.30,261.65,6.09M,-0.76%,
526,"Dec 26, 2017",264.15,263.25,265.00,262.65,9.55M,0.40%,
527,"Dec 22, 2017",263.10,263.50,264.20,262.15,6.41M,0.02%,
528,"Dec 21, 2017",263.05,265.90,265.90,261.60,6.77M,-0.09%,
529,"Dec 20, 2017",263.30,264.70,264.70,262.70,7.44M,-0.36%,
530,"Dec 19, 2017",264.25,263.40,265.40,263.10,5.88M,0.40%,
531,"Dec 18, 2017",263.20,265.50,265.50,259.05,9.29M,-0.53%,
532,"Dec 15, 2017",264.60,266.00,267.05,263.45,12.27M,0.13%,
533,"Dec 14, 2017",264.25,260.90,266.15,257.55,8.04M,2.03%,
534,"Dec 13, 2017",259.00,259.60,262.40,257.60,8.65M,-0.97%,
535,"Dec 12, 2017",261.55,264.50,265.20,260.50,9.24M,-1.77%,
536,"Dec 11, 2017",266.25,264.65,267.50,263.30,17.18M,1.54%,
537,"Dec 08, 2017",262.20,253.75,263.20,253.40,13.13M,3.49%,
538,"Dec 07, 2017",253.35,250.00,254.10,250.00,5.43M,0.70%,
539,"Dec 06, 2017",251.60,253.25,253.25,250.85,8.24M,-0.89%,
540,"Dec 05, 2017",253.85,255.00,255.35,252.50,8.99M,-0.49%,
541,"Dec 04, 2017",255.10,256.00,256.30,253.55,6.11M,-0.04%,
542,"Dec 01, 2017",255.20,256.95,259.60,254.65,6.59M,-0.33%,
543,"Nov 30, 2017",256.05,257.90,258.20,254.65,22.12M,-0.78%,
544,"Nov 29, 2017",258.05,258.00,258.70,257.00,8.70M,0.41%,
545,"Nov 28, 2017",257.00,259.10,259.20,256.00,17.51M,-0.87%,
546,"Nov 27, 2017",259.25,260.00,260.50,257.30,4.84M,-0.58%,
547,"Nov 24, 2017",260.75,258.50,261.45,258.05,7.35M,1.01%,
548,"Nov 23, 2017",258.15,258.35,260.70,256.40,7.52M,0.00%,
549,"Nov 22, 2017",258.15,256.00,258.65,255.60,8.61M,0.92%,
550,"Nov 21, 2017",255.80,259.50,259.50,255.20,16.63M,-1.31%,
551,"Nov 20, 2017",259.20,258.60,260.70,257.25,7.92M,0.47%,
552,"Nov 17, 2017",258.00,256.50,259.00,256.00,10.00M,1.14%,
553,"Nov 16, 2017",255.10,254.70,255.60,252.40,9.96M,0.71%,
554,"Nov 15, 2017",253.30,257.00,257.35,250.40,17.01M,-1.27%,
555,"Nov 14, 2017",256.55,258.50,260.85,256.00,8.34M,-0.68%,
556,"Nov 13, 2017",258.30,263.00,263.30,258.00,7.40M,-1.30%,
557,"Nov 10, 2017",261.70,260.55,265.20,259.40,16.79M,0.63%,
558,"Nov 09, 2017",260.05,266.40,266.50,259.30,20.25M,-2.02%,
559,"Nov 08, 2017",265.40,265.35,266.50,264.70,5.96M,0.04%,
560,"Nov 07, 2017",265.30,265.70,267.70,263.65,9.51M,0.15%,
561,"Nov 06, 2017",264.90,266.25,267.90,264.30,9.02M,-0.19%,
562,"Nov 03, 2017",265.40,267.00,267.90,264.90,5.98M,-0.09%,
563,"Nov 02, 2017",265.65,269.70,269.95,265.30,9.68M,-1.56%,
564,"Nov 01, 2017",269.85,267.00,271.20,266.30,7.24M,1.56%,
565,"Oct 31, 2017",265.70,266.05,266.95,263.90,8.14M,0.21%,
566,"Oct 30, 2017",265.15,269.00,270.60,263.45,17.59M,-1.56%,
567,"Oct 27, 2017",269.35,270.60,276.00,267.45,22.97M,0.35%,E
568,"Oct 26, 2017",268.40,270.80,270.80,267.15,9.26M,-0.32%,
569,"Oct 25, 2017",269.25,268.40,271.50,268.20,5.94M,0.84%,
570,"Oct 24, 2017",267.00,268.45,268.45,266.10,8.40M,-0.02%,
571,"Oct 23, 2017",267.05,270.00,272.75,265.80,9.77M,-0.96%,
572,"Oct 19, 2017",269.65,271.00,271.30,269.00,1.24M,-0.26%,
573,"Oct 18, 2017",270.35,268.00,270.75,267.10,7.23M,1.16%,
574,"Oct 17, 2017",267.25,268.00,268.70,265.95,10.63M,-0.09%,
575,"Oct 16, 2017",267.50,266.00,269.95,265.50,9.15M,0.58%,
576,"Oct 13, 2017",265.95,266.25,267.60,264.20,12.04M,-0.39%,
577,"Oct 12, 2017",267.00,265.55,269.20,264.00,9.17M,0.60%,
578,"Oct 11, 2017",265.40,266.50,267.75,264.45,7.66M,-0.30%,
579,"Oct 10, 2017",266.20,267.10,267.90,265.15,5.47M,-0.67%,
580,"Oct 09, 2017",268.00,268.00,269.15,266.40,6.09M,0.70%,
581,"Oct 06, 2017",266.15,265.80,267.50,264.65,7.86M,0.34%,
582,"Oct 05, 2017",265.25,267.40,269.40,264.40,6.94M,-0.80%,
583,"Oct 04, 2017",267.40,264.10,268.50,263.15,10.78M,2.30%,
584,"Oct 03, 2017",261.40,262.50,262.75,258.50,11.50M,1.20%,
585,"Sep 29, 2017",258.30,262.80,262.90,257.45,12.17M,-1.24%,
586,"Sep 28, 2017",261.55,260.40,263.40,259.10,21.60M,1.18%,
587,"Sep 27, 2017",258.50,265.10,265.50,256.80,17.53M,-1.51%,
588,"Sep 26, 2017",262.45,263.30,263.75,261.05,9.58M,0.08%,
589,"Sep 25, 2017",262.25,268.50,269.65,260.90,17.58M,-2.31%,
590,"Sep 22, 2017",268.45,269.50,270.95,267.05,6.88M,-0.41%,
591,"Sep 21, 2017",269.55,272.00,272.40,267.10,7.76M,-0.74%,
592,"Sep 20, 2017",271.55,269.40,272.00,267.75,9.60M,1.38%,
593,"Sep 19, 2017",267.85,268.00,270.00,264.10,33.88M,0.32%,
594,"Sep 18, 2017",267.00,271.00,271.70,266.25,10.15M,-0.85%,
595,"Sep 15, 2017",269.30,272.00,272.75,268.20,13.15M,-0.99%,
596,"Sep 14, 2017",272.00,272.30,272.50,270.40,7.04M,0.18%,
597,"Sep 13, 2017",271.50,277.40,277.50,270.95,12.13M,-2.22%,
598,"Sep 12, 2017",277.65,275.50,278.25,274.60,11.46M,1.48%,
599,"Sep 11, 2017",273.60,272.40,274.40,271.50,9.31M,0.46%,
600,"Sep 08, 2017",272.35,271.15,273.30,270.00,9.72M,0.72%,
601,"Sep 07, 2017",270.40,277.00,277.55,269.55,19.22M,-1.92%,
602,"Sep 06, 2017",275.70,280.50,281.00,275.25,14.17M,-2.53%,
603,"Sep 05, 2017",282.85,282.65,283.90,281.60,7.82M,-0.09%,
604,"Sep 04, 2017",283.10,283.45,283.85,282.00,8.48M,-0.18%,
605,"Sep 01, 2017",283.60,282.20,284.35,280.70,7.25M,0.48%,
606,"Aug 31, 2017",282.25,283.00,283.15,280.40,11.22M,0.09%,
607,"Aug 30, 2017",282.00,281.15,282.90,280.60,6.53M,0.62%,
608,"Aug 29, 2017",280.25,282.35,282.90,279.40,6.14M,-0.78%,
609,"Aug 28, 2017",282.45,282.10,283.00,279.30,9.97M,0.36%,
610,"Aug 24, 2017",281.45,282.00,283.50,281.10,10.82M,-0.39%,
611,"Aug 23, 2017",282.55,283.50,285.60,281.60,8.75M,-0.12%,
612,"Aug 22, 2017",282.90,282.00,285.00,280.35,11.96M,0.46%,
613,"Aug 21, 2017",281.60,282.35,285.00,280.95,13.09M,-0.09%,
614,"Aug 18, 2017",281.85,279.25,284.00,276.80,14.87M,0.66%,
615,"Aug 17, 2017",280.00,281.85,282.90,277.90,13.70M,0.29%,
616,"Aug 16, 2017",279.20,272.00,281.75,271.35,18.69M,2.93%,
617,"Aug 14, 2017",271.25,274.40,274.40,270.50,9.69M,-0.09%,
618,"Aug 11, 2017",271.50,271.00,274.45,270.10,14.41M,-0.59%,
619,"Aug 10, 2017",273.10,272.65,274.65,270.75,10.00M,0.09%,
620,"Aug 09, 2017",272.85,274.00,275.40,270.40,9.91M,-0.47%,
621,"Aug 08, 2017",274.15,280.10,281.40,273.50,12.74M,-2.04%,
622,"Aug 07, 2017",279.85,281.60,283.00,279.45,8.45M,-0.32%,
623,"Aug 04, 2017",280.75,280.40,284.40,279.65,11.28M,-0.23%,
624,"Aug 03, 2017",281.40,285.00,285.40,280.65,10.20M,-1.42%,
625,"Aug 02, 2017",285.45,289.80,289.90,284.30,9.87M,-0.83%,
626,"Aug 01, 2017",287.85,285.30,288.55,285.00,13.54M,0.91%,
627,"Jul 31, 2017",285.25,289.50,290.30,284.50,21.25M,-2.16%,
628,"Jul 28, 2017",291.55,294.30,294.75,287.15,18.49M,1.04%,
629,"Jul 27, 2017",288.55,294.70,295.40,286.75,18.89M,-1.74%,E
630,"Jul 26, 2017",293.65,292.00,294.25,291.50,9.21M,0.77%,
631,"Jul 25, 2017",291.40,295.00,295.15,290.85,9.56M,-0.63%,
632,"Jul 24, 2017",293.25,290.00,295.35,288.10,17.79M,1.51%,
633,"Jul 21, 2017",288.90,291.50,291.75,286.55,13.17M,-0.21%,
634,"Jul 20, 2017",289.50,294.00,294.90,288.40,15.31M,-0.67%,
635,"Jul 19, 2017",291.45,287.80,292.90,286.20,39.13M,2.42%,
636,"Jul 18, 2017",284.55,292.65,292.65,276.40,149.48M,-12.49%,
637,"Jul 17, 2017",325.15,335.00,335.00,320.70,20.32M,-3.56%,
638,"Jul 14, 2017",337.15,339.95,339.95,334.80,5.59M,-0.47%,
639,"Jul 13, 2017",338.75,332.00,339.50,331.00,17.49M,3.01%,
640,"Jul 12, 2017",328.85,328.40,333.60,327.40,10.25M,-0.47%,
641,"Jul 11, 2017",330.40,335.00,335.05,330.00,8.34M,-0.87%,
642,"Jul 10, 2017",333.30,341.00,367.70,331.00,1.43M,-0.30%,
643,"Jul 07, 2017",334.30,338.00,338.20,333.05,9.92M,-0.83%,
644,"Jul 06, 2017",337.10,334.30,338.75,331.30,13.43M,1.83%,
645,"Jul 05, 2017",331.05,337.25,337.85,330.25,11.98M,-1.84%,
646,"Jul 04, 2017",337.25,342.80,343.45,336.25,11.23M,-1.53%,
647,"Jul 03, 2017",342.50,346.00,354.80,340.30,47.08M,5.82%,
648,"Jun 30, 2017",323.65,310.25,324.70,310.25,23.20M,3.87%,
649,"Jun 29, 2017",311.60,309.10,313.25,308.60,9.93M,1.05%,
650,"Jun 28, 2017",308.35,311.60,311.60,307.10,7.92M,-1.28%,
651,"Jun 27, 2017",312.35,311.75,316.50,311.00,9.69M,0.43%,
652,"Jun 23, 2017",311.00,310.00,312.90,308.60,7.18M,-0.10%,
653,"Jun 22, 2017",311.30,308.65,314.20,308.20,8.94M,0.76%,
654,"Jun 21, 2017",308.95,309.40,311.00,307.20,8.28M,0.08%,
655,"Jun 20, 2017",308.70,312.00,312.20,308.10,8.26M,-0.71%,
656,"Jun 19, 2017",310.90,309.00,311.85,308.10,6.98M,1.34%,
657,"Jun 16, 2017",306.80,302.50,309.60,302.50,12.32M,1.62%,
658,"Jun 15, 2017",301.90,302.95,302.95,299.50,7.43M,0.68%,
659,"Jun 14, 2017",299.85,304.95,306.00,299.15,14.57M,-1.77%,
660,"Jun 13, 2017",305.25,305.05,306.00,302.20,5.11M,0.28%,
661,"Jun 12, 2017",304.40,307.00,307.50,302.50,6.27M,-0.52%,
662,"Jun 09, 2017",306.00,310.75,312.60,304.70,10.07M,-1.80%,
663,"Jun 08, 2017",311.60,313.00,313.25,309.40,7.78M,-0.21%,
664,"Jun 07, 2017",312.25,311.30,314.75,310.35,11.53M,0.39%,
665,"Jun 06, 2017",311.05,317.50,319.00,309.30,9.84M,-2.02%,
666,"Jun 05, 2017",317.45,315.00,318.25,313.30,9.48M,-0.55%,D
667,"Jun 02, 2017",319.20,316.10,319.90,315.20,11.07M,1.59%,
668,"Jun 01, 2017",314.20,312.00,316.75,310.80,8.25M,0.77%,
669,"May 31, 2017",311.80,311.45,313.40,307.00,12.31M,0.11%,
670,"May 30, 2017",311.45,312.90,315.20,310.05,8.55M,-1.39%,
671,"May 29, 2017",315.85,304.00,319.85,303.50,19.67M,2.18%,
672,"May 26, 2017",309.10,302.00,313.80,299.55,21.74M,3.02%,E
673,"May 25, 2017",300.05,300.00,304.70,295.35,22.77M,0.05%,
674,"May 24, 2017",299.90,300.00,301.95,297.90,9.46M,-0.08%,
675,"May 23, 2017",300.15,301.90,303.90,298.25,19.78M,-1.14%,
676,"May 22, 2017",303.60,292.45,304.80,291.30,35.94M,6.08%,
677,"May 19, 2017",286.20,282.25,295.65,281.95,35.72M,2.99%,
678,"May 18, 2017",277.90,278.00,281.05,277.05,7.92M,-1.33%,
679,"May 17, 2017",281.65,284.10,284.40,279.25,8.30M,-0.64%,
680,"May 16, 2017",283.45,278.50,284.30,278.00,11.20M,1.98%,
681,"May 15, 2017",277.95,275.90,278.90,275.50,5.46M,1.09%,
682,"May 12, 2017",274.95,277.30,277.30,274.05,4.50M,-0.61%,
683,"May 11, 2017",276.65,275.50,279.15,274.00,9.42M,0.99%,
684,"May 10, 2017",273.95,272.20,275.70,272.00,4.58M,0.90%,
685,"May 09, 2017",271.50,273.50,276.65,271.00,6.75M,-0.53%,
